id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B|B	B|DC	B|Ery	B|Gran	B|HSPC	B|Mono	B|T	DC|B	DC|DC	DC|Ery	DC|Gran	DC|HSPC	DC|Mono	DC|T	Ery|B	Ery|DC	Ery|Ery	Ery|Gran	Ery|HSPC	Ery|Mono	Ery|T	Gran|B	Gran|DC	Gran|Ery	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|T	HSPC|B	HSPC|DC	HSPC|Ery	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|T	Mono|B	Mono|DC	Mono|Ery	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|T	T|B	T|DC	T|Ery	T|Gran	T|HSPC	T|Mono	T|T
CPI-SS057549724	TLR2_ZG16B	simple:O60603	simple:Q96DA0	TLR2	ZG16B	False	False	False	user_curated	False	0.0	0.021	0.0	0.025	0.036	0.022	0.058	0.0	0.047	0.0	0.051	0.062	0.048	0.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.0	0.056	0.068	0.053	0.09	0.0	0.028	0.0	0.032	0.044	0.029	0.065	0.0	0.051	0.0	0.056	0.067	0.052	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FCD8680F	TLR5_ZG16B	simple:O60602	simple:Q96DA0	TLR5	ZG16B	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.013	0.024	0.009	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.023	0.035	0.02	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.033	0.045	0.03	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03E6A34A5	CXCR4_ZG16B	simple:P61073	simple:Q96DA0	CXCR4	ZG16B	False	False	False	user_curated	False	0.0	0.918	0.0	0.922	0.934	0.919	0.955	0.0	0.486	0.0	0.49	0.502	0.487	0.524	0.0	0.047	0.0	0.051	0.063	0.048	0.085	0.0	0.447	0.0	0.451	0.463	0.448	0.484	0.0	0.179	0.0	0.183	0.195	0.18	0.216	0.0	0.502	0.0	0.506	0.518	0.503	0.539	0.0	0.756	0.0	0.76	0.772	0.757	0.793
CPI-SS0225861FB	TLR4_IRAK4	simple:O00206	simple:Q9NWZ3	TLR4	IRAK4	False	False	False	user_curated	False	0.082	0.091	0.0	0.08	0.06	0.061	0.0	0.133	0.142	0.0	0.13	0.111	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.253	0.262	0.0	0.25	0.231	0.232	0.0	0.089	0.098	0.0	0.086	0.067	0.068	0.0	0.266	0.275	0.0	0.263	0.244	0.244	0.0	0.126	0.135	0.0	0.123	0.104	0.104	0.0
CPI-SS0E27540D6	INHBA_BAMBI	simple:P08476	simple:Q13145	INHBA	BAMBI	False	False	False	user_curated	False	0.0	0.0	0.0	0.015	0.0	0.016	0.0	0.0	0.0	0.0	0.006	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.026	0.0	0.0	0.0	0.0	0.047	0.0	0.048	0.0	0.0	0.0	0.0	0.019	0.0	0.02	0.0	0.0	0.0	0.0	0.031	0.0	0.031	0.0
CPI-SS0F23AD246	BMPR1A_BAMBI	simple:P36894	simple:Q13145	BMPR1A	BAMBI	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0602C971A	TGFBR1_BAMBI	simple:P36897	simple:Q13145	TGFBR1	BAMBI	False	False	False	user_curated	False	0.0	0.0	0.0	0.036	0.0	0.037	0.0	0.0	0.0	0.0	0.06	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.037	0.0	0.0	0.0	0.0	0.029	0.0	0.029	0.0	0.0	0.0	0.0	0.04	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS01D009F13	ACVR2A_BAMBI	simple:P27037	simple:Q13145	ACVR2A	BAMBI	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.007	0.0	0.0	0.0	0.0	0.012	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS025F878C3	TGFBR2_BAMBI	simple:P37173	simple:Q13145	TGFBR2	BAMBI	False	False	False	user_curated	False	0.0	0.0	0.0	0.149	0.0	0.149	0.0	0.0	0.0	0.0	0.118	0.0	0.118	0.0	0.0	0.0	0.0	0.118	0.0	0.118	0.0	0.0	0.0	0.0	0.065	0.0	0.065	0.0	0.0	0.0	0.0	0.052	0.0	0.052	0.0	0.0	0.0	0.0	0.08	0.0	0.081	0.0	0.0	0.0	0.0	0.081	0.0	0.082	0.0
CPI-SS049F5CDD6	BMPR1A_GDF7	simple:P36894	simple:Q7Z4P5	BMPR1A	GDF7	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E5AD236D	ACVR1B_GDF7	simple:P36896	simple:Q7Z4P5	ACVR1B	GDF7	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D94F32A1	TGFBR1_GDF7	simple:P36897	simple:Q7Z4P5	TGFBR1	GDF7	False	False	False	user_curated	False	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.096	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0777AA9CD	ACVR2A_GDF7	simple:P27037	simple:Q7Z4P5	ACVR2A	GDF7	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02EFEB453	NBL1_GDF7	simple:P41271	simple:Q7Z4P5	NBL1	GDF7	False	False	False	user_curated	False	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E8CB1CB4	NOG_GDF7	simple:Q13253	simple:Q7Z4P5	NOG	GDF7	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS055BAD81B	BMPR2_GDF7	simple:Q13873	simple:Q7Z4P5	BMPR2	GDF7	False	False	False	user_curated	False	0.122	0.0	0.0	0.0	0.0	0.0	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0790A6616	ACVR2B_GDF7	simple:Q13705	simple:Q7Z4P5	ACVR2B	GDF7	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0951A3289	BMPR1A_BMP8A	simple:P36894	simple:Q7Z5Y6	BMPR1A	BMP8A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04EB41282	ACVRL1_BMP8A	simple:P37023	simple:Q7Z5Y6	ACVRL1	BMP8A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0728D15DF	ACVR1_BMP8A	simple:Q04771	simple:Q7Z5Y6	ACVR1	BMP8A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS065D9FD35	TGFBR1_BMP8A	simple:P36897	simple:Q7Z5Y6	TGFBR1	BMP8A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS082867062	ACVR2A_BMP8A	simple:P27037	simple:Q7Z5Y6	ACVR2A	BMP8A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04E737C22	TGFBR2_BMP8A	simple:P37173	simple:Q7Z5Y6	TGFBR2	BMP8A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.147	0.0	0.0	0.0	0.0	0.0	0.0	0.116	0.0	0.0	0.0	0.0	0.0	0.0	0.116	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0
CPI-SS0900AD3A1	NBL1_BMP8A	simple:P41271	simple:Q7Z5Y6	NBL1	BMP8A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05CEE0C73	NOG_BMP8A	simple:Q13253	simple:Q7Z5Y6	NOG	BMP8A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D30A37B0	BMPR2_BMP8A	simple:Q13873	simple:Q7Z5Y6	BMPR2	BMP8A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C9A8BBF5	ACVR2B_BMP8A	simple:Q13705	simple:Q7Z5Y6	ACVR2B	BMP8A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05776FBE7	ACVR2A_BMP8B	simple:P27037	simple:P34820	ACVR2A	BMP8B	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.025	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.016	0.0	0.011	0.0	0.0	0.013	0.0	0.021	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09F1389CF	BMP6_AMHR2	simple:P22004	simple:Q16671	BMP6	AMHR2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D1F9D67C	ACVR1_AMHR2	simple:Q04771	simple:Q16671	ACVR1	AMHR2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS083046473	BMP2_RGMB	simple:P12643	simple:Q6NW40	BMP2	RGMB	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02EFD9EBA	BMPR2_RGMB	simple:Q13873	simple:Q6NW40	BMPR2	RGMB	False	False	False	user_curated	False	0.0	0.0	0.0	0.064	0.0	0.063	0.0	0.0	0.0	0.0	0.028	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.04	0.0	0.0	0.0	0.0	0.014	0.0	0.013	0.0	0.0	0.0	0.0	0.037	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0EE254B62	BMPR2_RGMA	simple:Q13873	simple:Q96B86	BMPR2	RGMA	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.063	0.063	0.0	0.0	0.0	0.0	0.0	0.027	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.04	0.0	0.0	0.0	0.0	0.0	0.013	0.013	0.0	0.0	0.0	0.0	0.0	0.036	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02CC5B302	HFE_RGMA	simple:Q30201	simple:Q96B86	HFE	RGMA	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0440D43EC	NEO1_RGMA	simple:Q92859	simple:Q96B86	NEO1	RGMA	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.01	0.0	0.0	0.0	0.0	0.0	0.029	0.029	0.0	0.0	0.0	0.0	0.0	0.005	0.004	0.0	0.0	0.0	0.0	0.0	0.006	0.006	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0658E984B	BMP2_ACVR2A	simple:P12643	simple:P27037	BMP2	ACVR2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.009	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B9860AD7	INHBA_ACVR2A	simple:P08476	simple:P27037	INHBA	ACVR2A	False	False	False	user_curated	False	0.0	0.025	0.0	0.0	0.017	0.022	0.0	0.0	0.016	0.0	0.0	0.008	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.028	0.033	0.0	0.0	0.057	0.0	0.0	0.049	0.054	0.0	0.0	0.029	0.0	0.0	0.021	0.026	0.0	0.0	0.041	0.0	0.0	0.032	0.038	0.0
CPI-SS028CEA285	GDF11_ACVR2A	simple:O95390	simple:P27037	GDF11	ACVR2A	False	False	False	user_curated	False	0.0	0.028	0.0	0.0	0.019	0.024	0.0	0.0	0.017	0.0	0.0	0.008	0.014	0.0	0.0	0.039	0.0	0.0	0.03	0.035	0.0	0.0	0.024	0.0	0.0	0.016	0.021	0.0	0.0	0.031	0.0	0.0	0.023	0.028	0.0	0.0	0.02	0.0	0.0	0.012	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B299A905	BMP6_ACVR2A	simple:P22004	simple:P27037	BMP6	ACVR2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.009	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.005	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07F3C72FA	ENG_ACVR2A	simple:P17813	simple:P27037	ENG	ACVR2A	False	False	False	user_curated	False	0.0	0.032	0.0	0.0	0.024	0.029	0.0	0.0	0.049	0.0	0.0	0.041	0.046	0.0	0.0	0.154	0.0	0.0	0.146	0.151	0.0	0.0	0.063	0.0	0.0	0.055	0.06	0.0	0.0	0.048	0.0	0.0	0.039	0.045	0.0	0.0	0.054	0.0	0.0	0.046	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS002DB66DB	INHBA_ACVR1B	simple:P08476	simple:P36896	INHBA	ACVR1B	False	False	False	user_curated	False	0.0	0.033	0.0	0.032	0.021	0.035	0.08	0.0	0.024	0.0	0.023	0.012	0.026	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.043	0.032	0.046	0.091	0.0	0.065	0.0	0.064	0.053	0.067	0.112	0.0	0.037	0.0	0.036	0.025	0.039	0.084	0.0	0.049	0.0	0.047	0.037	0.051	0.096
CPI-SS087D64803	GDF11_ACVR1B	simple:O95390	simple:P36896	GDF11	ACVR1B	False	False	False	user_curated	False	0.0	0.035	0.0	0.034	0.023	0.037	0.082	0.0	0.025	0.0	0.023	0.013	0.027	0.072	0.0	0.046	0.0	0.045	0.034	0.048	0.093	0.0	0.032	0.0	0.031	0.02	0.034	0.079	0.0	0.039	0.0	0.038	0.027	0.041	0.086	0.0	0.028	0.0	0.027	0.016	0.03	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0766B48E3	ACVR2A_ACVR1B	simple:P27037	simple:P36896	ACVR2A	ACVR1B	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.032	0.021	0.035	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.023	0.012	0.026	0.071	0.0	0.03	0.0	0.028	0.018	0.032	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS093FFDD32	TNFRSF21_TNF	simple:O75509	simple:P01375	TNFRSF21	TNF	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.016	0.0	0.036	0.014	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.01	0.0	0.03	0.009	0.034	0.0	0.023	0.007	0.0	0.027	0.006	0.031	0.0	0.024	0.008	0.0	0.028	0.006	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS072E1E27A	FFAR2_TNF	simple:O15552	simple:P01375	FFAR2	TNF	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.02	0.0	0.04	0.018	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.019	0.0	0.039	0.018	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BCE672F6	TRPM2_TNF	simple:O94759	simple:P01375	TRPM2	TNF	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.023	0.0	0.043	0.022	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.038	0.0	0.058	0.036	0.062	0.0	0.029	0.014	0.0	0.034	0.012	0.038	0.0	0.033	0.017	0.0	0.037	0.015	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B8D82011	TNFRSF21_MPIG6B	simple:O75509	simple:O95866	TNFRSF21	MPIG6B	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.015	0.133	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.009	0.127	0.008	0.0	0.0	0.013	0.0	0.006	0.124	0.005	0.0	0.0	0.014	0.0	0.007	0.125	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08928D60A	NRG2_MPIG6B	simple:O14511	simple:O95866	NRG2	MPIG6B	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.01	0.128	0.009	0.0	0.0	0.01	0.0	0.003	0.121	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS088D84D21	ANGPT2_TIE1	simple:O15123	simple:P35590	ANGPT2	TIE1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.041	0.042	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05B4EB419	EFNA3_EPHA4	simple:P52797	simple:P54764	EFNA3	EPHA4	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.03	0.0	0.0	0.0	0.0	0.002	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0659DBE72	EFNA4_EPHA4	simple:P52798	simple:P54764	EFNA4	EPHA4	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.019	0.0	0.046	0.0	0.0	0.0	0.0	0.01	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.037	0.0	0.0	0.0	0.0	0.009	0.0	0.037	0.0	0.0	0.0	0.0	0.007	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0
