id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B|B	B|Ery	B|Gran	B|HSPC	B|Mono	B|NK	B|T	Ery|B	Ery|Ery	Ery|Gran	Ery|HSPC	Ery|Mono	Ery|NK	Ery|T	Gran|B	Gran|Ery	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|NK	Gran|T	HSPC|B	HSPC|Ery	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|NK	HSPC|T	Mono|B	Mono|Ery	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|NK	Mono|T	NK|B	NK|Ery	NK|Gran	NK|HSPC	NK|Mono	NK|NK	NK|T	T|B	T|Ery	T|Gran	T|HSPC	T|Mono	T|NK	T|T
CPI-SS08400820C	EREG_ERBB2	simple:O14944	simple:P04626	EREG	ERBB2	False	False	False	user_curated	False	1.755																																																	
CPI-SS03F383429	NRG2_ERBB2	simple:O14511	simple:P04626	NRG2	ERBB2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F7F48304	PLXNB1_ERBB2	simple:O43157	simple:P04626	PLXNB1	ERBB2	False	False	False	user_curated	False	1.755																																																	
CPI-SS06A3BD338	TGFA_ERBB2	simple:P01135	simple:P04626	TGFA	ERBB2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0596B1240	HLA-A_ERBB2	simple:P04439	simple:P04626	HLA-A	ERBB2	False	False	False	user_curated	False	1.755																																																	
CPI-SS01205E292	PRLR_HBEGF	simple:P16471	simple:Q99075	PRLR	HBEGF	False	False	False	user_curated	False	1.755																																																	
CPI-SS00CFAFE79	ERBB2_HBEGF	simple:P04626	simple:Q99075	ERBB2	HBEGF	False	False	False	user_curated	False	1.755																																																	
CPI-SS032900992	IGF1R_CDH1	simple:P08069	simple:P12830	IGF1R	CDH1	False	False	False	user_curated	False	1.755																																																	
CPI-SS05AA926F6	MET_CDH1	simple:P08581	simple:P12830	MET	CDH1	False	False	False	user_curated	False	1.755																																																	
CPI-SS09D03466D	LRP5_CDH1	simple:O75197	simple:P12830	LRP5	CDH1	False	False	False	user_curated	False	1.755																																																	
CPI-SS02B3466B9	LILRA1_HLA-C	simple:O75019	simple:P10321	LILRA1	HLA-C	False	False	False	user_curated	False	1.755																																																	
CPI-SS045B7AEFA	COL1A1_LAIR1	simple:P02452	simple:Q6GTX8	COL1A1	LAIR1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0795802F6	CCL4_SLC7A1	simple:P13236	simple:P30825	CCL4	SLC7A1	False	False	False	user_curated	False	1.755																																																	
CPI-SS08678B128	VEGFB_TYRO3	simple:P49765	simple:Q06418	VEGFB	TYRO3	False	False	False	user_curated	False	1.755																																																	
CPI-SS09C4988F8	PROS1_TYRO3	simple:P07225	simple:Q06418	PROS1	TYRO3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A31FDB2B	VEGFA_TYRO3	simple:P15692	simple:Q06418	VEGFA	TYRO3	False	False	False	user_curated	False	1.755																																																	
CPI-SS06EC816B2	ITGAM_GP9	simple:P11215	simple:P14770	ITGAM	GP9	False	False	False	user_curated	False	1.755																																																	
CPI-SS014044B97	ITGB2_GP9	simple:P05107	simple:P14770	ITGB2	GP9	False	False	False	user_curated	False	1.755																																																	
CPI-SS08D09E4CD	VWF_GP9	simple:P04275	simple:P14770	VWF	GP9	False	False	False	user_curated	False	1.755																																																	
CPI-SS0EDD4F3A6	F12_GP1BB	simple:P00748	simple:P13224	F12	GP1BB	False	False	False	user_curated	False	1.755																																																	
CPI-SS07D70FA3D	THBS1_GP1BB	simple:P07996	simple:P13224	THBS1	GP1BB	False	False	False	user_curated	False	1.755																																																	
CPI-SS05F88F595	ITGAM_GP1BB	simple:P11215	simple:P13224	ITGAM	GP1BB	False	False	False	user_curated	False	1.755																																																	
CPI-SS02F1B2170	ITGB2_GP1BB	simple:P05107	simple:P13224	ITGB2	GP1BB	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D3FBE5C7	VWF_GP1BB	simple:P04275	simple:P13224	VWF	GP1BB	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E90C0E37	F12_GP1BA	simple:P00748	simple:P07359	F12	GP1BA	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A963B02A	VWF_GP1BA	simple:P04275	simple:P07359	VWF	GP1BA	False	False	False	user_curated	False	1.755																																																	
CPI-SS06EEF3EB3	THBS1_ITGA2B	simple:P07996	simple:P08514	THBS1	ITGA2B	False	False	False	user_curated	False	1.755																																																	
CPI-SS05E90015E	VWF_ITGA2B	simple:P04275	simple:P08514	VWF	ITGA2B	False	False	False	user_curated	False	1.755																																																	
CPI-SS081035DEE	VWF_ITGA4	simple:P04275	simple:P13612	VWF	ITGA4	False	False	False	user_curated	False	1.755																																																	
CPI-SS0DB069392	ADAM12_ITGB3	simple:O43184	simple:P05106	ADAM12	ITGB3	False	False	False	user_curated	False	1.755																																																	
CPI-SS07636301B	TGFB1_ITGB3	simple:P01137	simple:P05106	TGFB1	ITGB3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0FBF14A21	VWF_ITGB3	simple:P04275	simple:P05106	VWF	ITGB3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E124F269	LAMB3_ITGA9	simple:Q13751	simple:Q13797	LAMB3	ITGA9	False	False	False	user_curated	False	1.755																																																	
CPI-SS0122AF98A	ADAM15_ITGA9	simple:Q13444	simple:Q13797	ADAM15	ITGA9	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B572E64A	LAMB2_ITGA9	simple:P55268	simple:Q13797	LAMB2	ITGA9	False	False	False	user_curated	False	1.755																																																	
CPI-SS08A84828E	VCAM1_ITGA9	simple:P19320	simple:Q13797	VCAM1	ITGA9	False	False	False	user_curated	False	1.755																																																	
CPI-SS061158AC6	F13A1_ITGA9	simple:P00488	simple:Q13797	F13A1	ITGA9	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D5C22B5B	TNXB_ITGA9	simple:P22105	simple:Q13797	TNXB	ITGA9	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D4D0A5DA	TGM2_ITGA9	simple:P21980	simple:Q13797	TGM2	ITGA9	False	False	False	user_curated	False	1.755																																																	
CPI-SS0DB833B3F	ADAM12_ITGA9	simple:O43184	simple:Q13797	ADAM12	ITGA9	False	False	False	user_curated	False	1.755																																																	
CPI-SS099D8A355	COL4A4_ITGA9	simple:P53420	simple:Q13797	COL4A4	ITGA9	False	False	False	user_curated	False	1.755																																																	
CPI-SS07B22F53C	COL6A2_ITGA9	simple:P12110	simple:Q13797	COL6A2	ITGA9	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A056285E	COL1A1_ITGA9	simple:P02452	simple:Q13797	COL1A1	ITGA9	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D976DC4F	THBS1_GP9	simple:P07996	simple:P14770	THBS1	GP9	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B7EE52FF	LTF_GP9	simple:P02788	simple:P14770	LTF	GP9	False	False	False	user_curated	False	1.755																																																	
CPI-SS0853C0705	F12_GP9	simple:P00748	simple:P14770	F12	GP9	False	False	False	user_curated	False	1.755																																																	
CPI-SS09F8D23F9	VWF_SELP	simple:P04275	simple:P16109	VWF	SELP	False	False	False	user_curated	False	1.755																																																	
CPI-SS078762D32	GPC4_FLT1	simple:O75487	simple:P17948	GPC4	FLT1	False	False	False	user_curated	False	1.755																																																	
CPI-SS002752434	NRP2_FLT1	simple:O60462	simple:P17948	NRP2	FLT1	False	False	False	user_curated	False	1.755																																																	
CPI-SS09CE5663D	EPHB6_FLT1	simple:O15197	simple:P17948	EPHB6	FLT1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B39ACA2A	CD300LB_FLT1	simple:A8K4G0	simple:P17948	CD300LB	FLT1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0BC12ECC5	APP_FLT1	simple:P05067	simple:P17948	APP	FLT1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B9B3870A	VEGFA_FLT1	simple:P15692	simple:P17948	VEGFA	FLT1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0213B7691	ITGA1_COL4A3	simple:P56199	simple:Q01955	ITGA1	COL4A3	False	False	False	user_curated	False	1.755																																																	
CPI-SS047446339	ITGA3_COL4A3	simple:P26006	simple:Q01955	ITGA3	COL4A3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0823014AA	SDC1_COL4A3	simple:P18827	simple:Q01955	SDC1	COL4A3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0234F582B	ITGA2_COL4A3	simple:P17301	simple:Q01955	ITGA2	COL4A3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F66C2711	ITGB5_COL4A3	simple:P18084	simple:Q01955	ITGB5	COL4A3	False	False	False	user_curated	False	1.755																																																	
CPI-SS068F0DB9A	CD44_COL4A3	simple:P16070	simple:Q01955	CD44	COL4A3	False	False	False	user_curated	False	1.755																																																	
CPI-SS09505F157	SDC4_COL4A3	simple:P31431	simple:Q01955	SDC4	COL4A3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B144AD0C	TLR2_VCAN	simple:O60603	simple:P13611	TLR2	VCAN	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E3765D0D	ITGAV_COL4A3	simple:P06756	simple:Q01955	ITGAV	COL4A3	False	False	False	user_curated	False	1.755																																																	
CPI-SS09ED77761	ITGB3_COL4A3	simple:P05106	simple:Q01955	ITGB3	COL4A3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0AE5FACC1	VWF_COL4A3	simple:P04275	simple:Q01955	VWF	COL4A3	False	False	False	user_curated	False	1.755																																																	
CPI-SS02FB86CD3	SDC1_COL4A5	simple:P18827	simple:P29400	SDC1	COL4A5	False	False	False	user_curated	False	1.755																																																	
CPI-SS022C0B580	ITGA2_COL4A5	simple:P17301	simple:P29400	ITGA2	COL4A5	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A0438C9D	CD44_COL4A5	simple:P16070	simple:P29400	CD44	COL4A5	False	False	False	user_curated	False	1.755																																																	
CPI-SS0AC90ECBB	ITGAV_COL4A5	simple:P06756	simple:P29400	ITGAV	COL4A5	False	False	False	user_curated	False	1.755																																																	
CPI-SS01606F44A	ITGB1_COL4A5	simple:P05556	simple:P29400	ITGB1	COL4A5	False	False	False	user_curated	False	1.755																																																	
CPI-SS091DB0F57	VWF_COL4A5	simple:P04275	simple:P29400	VWF	COL4A5	False	False	False	user_curated	False	1.755																																																	
CPI-SS081A15C77	GP9_SELP	simple:P14770	simple:P16109	GP9	SELP	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A87165FB	GP1BB_SELP	simple:P13224	simple:P16109	GP1BB	SELP	False	False	False	user_curated	False	1.755																																																	
CPI-SS056324226	VCAN_SELP	simple:P13611	simple:P16109	VCAN	SELP	False	False	False	user_curated	False	1.755																																																	
CPI-SS053F13142	SERPING1_SELP	simple:P05155	simple:P16109	SERPING1	SELP	False	False	False	user_curated	False	1.755																																																	
CPI-SS095A5B8F6	GP1BA_SELP	simple:P07359	simple:P16109	GP1BA	SELP	False	False	False	user_curated	False	1.755																																																	
CPI-SS0C78BBDA2	ITGB1_COL4A3	simple:P05556	simple:Q01955	ITGB1	COL4A3	False	False	False	user_curated	False	1.755																																																	
CPI-SS00F7918DD	INHBA_ACVR1	simple:P08476	simple:Q04771	INHBA	ACVR1	False	False	False	user_curated	False	1.755																																																	
CPI-SS05E7C3938	MDK_NOTCH2	simple:P21741	simple:Q04721	MDK	NOTCH2	False	False	False	user_curated	False	1.755																																																	
CPI-SS01C1704E6	ADAM10_NOTCH2	simple:O14672	simple:Q04721	ADAM10	NOTCH2	False	False	False	user_curated	False	1.755																																																	
CPI-SS05EEE1D11	SERPINF1_WNT10A	simple:P36955	simple:Q9GZT5	SERPINF1	WNT10A	False	False	False	user_curated	False	1.755																																																	
CPI-SS071D39DCD	IGFBP4_WNT10A	simple:P22692	simple:Q9GZT5	IGFBP4	WNT10A	False	False	False	user_curated	False	1.755																																																	
CPI-SS0C590FAAF	FZD2_WNT10A	simple:Q14332	simple:Q9GZT5	FZD2	WNT10A	False	False	False	user_curated	False	1.755																																																	
CPI-SS060151AAC	FZD5_WNT10A	simple:Q13467	simple:Q9GZT5	FZD5	WNT10A	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A69632CE	LRP6_WNT10A	simple:O75581	simple:Q9GZT5	LRP6	WNT10A	False	False	False	user_curated	False	1.755																																																	
CPI-SS06A674E34	LRP5_WNT10A	simple:O75197	simple:Q9GZT5	LRP5	WNT10A	False	False	False	user_curated	False	1.755																																																	
CPI-SS03169D2B9	FZD6_WNT10A	simple:O60353	simple:Q9GZT5	FZD6	WNT10A	False	False	False	user_curated	False	1.755																																																	
CPI-SS071960FBF	DRAXIN_WNT2B	simple:Q8NBI3	simple:Q93097	DRAXIN	WNT2B	False	False	False	user_curated	False	1.755																																																	
CPI-SS0522B1815	SERPINF1_WNT2B	simple:P36955	simple:Q93097	SERPINF1	WNT2B	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B9663C84	IGFBP4_WNT2B	simple:P22692	simple:Q93097	IGFBP4	WNT2B	False	False	False	user_curated	False	1.755																																																	
CPI-SS08378307C	FZD2_WNT2B	simple:Q14332	simple:Q93097	FZD2	WNT2B	False	False	False	user_curated	False	1.755																																																	
CPI-SS01073ED66	FZD5_WNT2B	simple:Q13467	simple:Q93097	FZD5	WNT2B	False	False	False	user_curated	False	1.755																																																	
CPI-SS01DBBEFD2	LRP6_WNT2B	simple:O75581	simple:Q93097	LRP6	WNT2B	False	False	False	user_curated	False	1.755																																																	
CPI-SS0C6A5AD15	LRP5_WNT2B	simple:O75197	simple:Q93097	LRP5	WNT2B	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D630E902	FZD6_WNT2B	simple:O60353	simple:Q93097	FZD6	WNT2B	False	False	False	user_curated	False	1.755																																																	
CPI-SS00A6240B6	WNT1_ROR2	simple:P04628	simple:Q01974	WNT1	ROR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E06D9A6F	FZD6_ROR2	simple:O60353	simple:Q01974	FZD6	ROR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D8972B21	WNT1_RYK	simple:P04628	simple:P34925	WNT1	RYK	False	False	False	user_curated	False	1.755																																																	
CPI-SS048DE1C0C	FZD6_RYK	simple:O60353	simple:P34925	FZD6	RYK	False	False	False	user_curated	False	1.755																																																	
CPI-SS0DADDCAAB	LRP6_WNT1	simple:O75581	simple:P04628	LRP6	WNT1	False	False	False	user_curated	False	1.755																																																	
CPI-SS06FD42D0B	LRP5_WNT1	simple:O75197	simple:P04628	LRP5	WNT1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E1AA36D0	FZD6_WNT1	simple:O60353	simple:P04628	FZD6	WNT1	False	False	False	user_curated	False	1.755																																																	
CPI-SS00A8596B5	PVR_TNFSF9	simple:P15151	simple:P41273	PVR	TNFSF9	False	False	False	user_curated	False	1.755																																																	
CPI-SS0FFD3016F	TSHR_SYT1	simple:P16473	simple:P21579	TSHR	SYT1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0CE2CC883	VIPR1_INSL3	simple:P32241	simple:P51460	VIPR1	INSL3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A69C5B06	ADRB2_INSL3	simple:P07550	simple:P51460	ADRB2	INSL3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0BE6F508B	TSHR_INSL3	simple:P16473	simple:P51460	TSHR	INSL3	False	False	False	user_curated	False	1.755																																																	
CPI-SS029820CA1	DRAXIN_WNT10A	simple:Q8NBI3	simple:Q9GZT5	DRAXIN	WNT10A	False	False	False	user_curated	False	1.755																																																	
CPI-SS09F9446C7	PTGIR_GNAS	simple:P43119	simple:Q5JWF2	PTGIR	GNAS	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E9B4FE35	LRP5_WNT6	simple:O75197	simple:Q9Y6F9	LRP5	WNT6	False	False	False	user_curated	False	1.755																																																	
CPI-SS0AFE1D0FB	FZD5_WNT6	simple:Q13467	simple:Q9Y6F9	FZD5	WNT6	False	False	False	user_curated	False	1.755																																																	
CPI-SS001E7CB07	MCAM_CD226	simple:P43121	simple:Q15762	MCAM	CD226	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A8627ED6	PVR_CD226	simple:P15151	simple:Q15762	PVR	CD226	False	False	False	user_curated	False	1.755																																																	
CPI-SS06207F70E	CD226_NECTIN2	simple:Q15762	simple:Q92692	CD226	NECTIN2	False	False	False	user_curated	False	1.755																																																	
CPI-SS07687E2DB	CD96_NECTIN2	simple:P40200	simple:Q92692	CD96	NECTIN2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A5DF05C0	TIGIT_NECTIN2	simple:Q495A1	simple:Q92692	TIGIT	NECTIN2	False	False	False	user_curated	False	1.755																																																	
CPI-SS07988AFDD	AFDN_NECTIN2	simple:P55196	simple:Q92692	AFDN	NECTIN2	False	False	False	user_curated	False	1.755																																																	
CPI-SS04784F50F	PVR_NECTIN2	simple:P15151	simple:Q92692	PVR	NECTIN2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B67FD937	RECK_TIGIT	simple:O95980	simple:Q495A1	RECK	TIGIT	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F08B0F71	SIRPA_TIGIT	simple:P78324	simple:Q495A1	SIRPA	TIGIT	False	False	False	user_curated	False	1.755																																																	
CPI-SS06792A8A1	FCGR2A_TIGIT	simple:P12318	simple:Q495A1	FCGR2A	TIGIT	False	False	False	user_curated	False	1.755																																																	
CPI-SS00561BBD7	PVR_TIGIT	simple:P15151	simple:Q495A1	PVR	TIGIT	False	False	False	user_curated	False	1.755																																																	
CPI-SS09DB61E97	FZD2_ZNRF3	simple:Q14332	simple:Q9ULT6	FZD2	ZNRF3	False	False	False	user_curated	False	1.755																																																	
CPI-SS009C63269	FZD5_ZNRF3	simple:Q13467	simple:Q9ULT6	FZD5	ZNRF3	False	False	False	user_curated	False	1.755																																																	
CPI-SS02AD61190	LRP6_ZNRF3	simple:O75581	simple:Q9ULT6	LRP6	ZNRF3	False	False	False	user_curated	False	1.755																																																	
CPI-SS097E058DD	FZD6_ZNRF3	simple:O60353	simple:Q9ULT6	FZD6	ZNRF3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0C97CF73D	ROR2_CTHRC1	simple:Q01974	simple:Q96CG8	ROR2	CTHRC1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0EB9C8E51	FZD5_CTHRC1	simple:Q13467	simple:Q96CG8	FZD5	CTHRC1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0ED7CAD7C	FZD6_CTHRC1	simple:O60353	simple:Q96CG8	FZD6	CTHRC1	False	False	False	user_curated	False	1.755																																																	
CPI-SS01FFCE2D9	CD300C_PTPRO	simple:Q08708	simple:Q16827	CD300C	PTPRO	False	False	False	user_curated	False	1.755																																																	
CPI-SS0C6DB992E	ERBB2_PTPRO	simple:P04626	simple:Q16827	ERBB2	PTPRO	False	False	False	user_curated	False	1.755																																																	
CPI-SS073442A2D	FZD1_WNT6	simple:Q9UP38	simple:Q9Y6F9	FZD1	WNT6	False	False	False	user_curated	False	1.755																																																	
CPI-SS06901C9E0	FZD3_WNT6	simple:Q9NPG1	simple:Q9Y6F9	FZD3	WNT6	False	False	False	user_curated	False	1.755																																																	
CPI-SS040FCBB26	PORCN_WNT6	simple:Q9H237	simple:Q9Y6F9	PORCN	WNT6	False	False	False	user_curated	False	1.755																																																	
CPI-SS00B969D21	DRAXIN_WNT6	simple:Q8NBI3	simple:Q9Y6F9	DRAXIN	WNT6	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F7F923D9	SERPINF1_WNT6	simple:P36955	simple:Q9Y6F9	SERPINF1	WNT6	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D2FA7BC5	IGFBP4_WNT6	simple:P22692	simple:Q9Y6F9	IGFBP4	WNT6	False	False	False	user_curated	False	1.755																																																	
CPI-SS0358DF83A	FZD2_WNT6	simple:Q14332	simple:Q9Y6F9	FZD2	WNT6	False	False	False	user_curated	False	1.755																																																	
CPI-SS029F40481	LRP6_WNT6	simple:O75581	simple:Q9Y6F9	LRP6	WNT6	False	False	False	user_curated	False	1.755																																																	
CPI-SS06634D36A	ITGAL_CD226	simple:P20701	simple:Q15762	ITGAL	CD226	False	False	False	user_curated	False	1.755																																																	
CPI-SS0AF695D85	VIPR1_GNAS	simple:P32241	simple:Q5JWF2	VIPR1	GNAS	False	False	False	user_curated	False	1.755																																																	
CPI-SS05D25D2ED	VIPR1_ADM	simple:P32241	simple:P35318	VIPR1	ADM	False	False	False	user_curated	False	1.755																																																	
CPI-SS05A26A1DE	PDGFB_PDGFRB	simple:P01127	simple:P09619	PDGFB	PDGFRB	False	False	False	user_curated	False	1.755																																																	
CPI-SS07240E55A	ITGB5_TLN1	simple:P18084	simple:Q9Y490	ITGB5	TLN1	False	False	False	user_curated	False	1.755																																																	
CPI-SS063435BD1	ITGB3_TLN1	simple:P05106	simple:Q9Y490	ITGB3	TLN1	False	False	False	user_curated	False	1.755																																																	
CPI-SS034FD8FC5	ITGB5_ITGB3BP	simple:P18084	simple:Q13352	ITGB5	ITGB3BP	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E7E164CF	ITGB3_ITGB3BP	simple:P05106	simple:Q13352	ITGB3	ITGB3BP	False	False	False	user_curated	False	1.755																																																	
CPI-SS04E8D33E9	ITGB3_IL32	simple:P05106	simple:P24001	ITGB3	IL32	False	False	False	user_curated	False	1.755																																																	
CPI-SS00264D5D1	CD7_ADAM15	simple:P09564	simple:Q13444	CD7	ADAM15	False	False	False	user_curated	False	1.755																																																	
CPI-SS03E414DE9	ITGA5_ADAM15	simple:P08648	simple:Q13444	ITGA5	ADAM15	False	False	False	user_curated	False	1.755																																																	
CPI-SS018B55242	ITGAV_ADAM15	simple:P06756	simple:Q13444	ITGAV	ADAM15	False	False	False	user_curated	False	1.755																																																	
CPI-SS03DB73CF4	ITGB1_ADAM15	simple:P05556	simple:Q13444	ITGB1	ADAM15	False	False	False	user_curated	False	1.755																																																	
CPI-SS06E6FD47D	ITGB3_ADAM15	simple:P05106	simple:Q13444	ITGB3	ADAM15	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F47F627F	ITGA3_THBS3	simple:P26006	simple:P49746	ITGA3	THBS3	False	False	False	user_curated	False	1.755																																																	
CPI-SS09915C539	SDC1_THBS3	simple:P18827	simple:P49746	SDC1	THBS3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D2CA1DBE	CD36_THBS3	simple:P16671	simple:P49746	CD36	THBS3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0008B8919	SDC4_THBS3	simple:P31431	simple:P49746	SDC4	THBS3	False	False	False	user_curated	False	1.755																																																	
CPI-SS068AC4599	ITGAV_THBS3	simple:P06756	simple:P49746	ITGAV	THBS3	False	False	False	user_curated	False	1.755																																																	
CPI-SS04DDAE6B3	ITGB1_THBS3	simple:P05556	simple:P49746	ITGB1	THBS3	False	False	False	user_curated	False	1.755																																																	
CPI-SS056654F84	ITGB3_THBS3	simple:P05106	simple:P49746	ITGB3	THBS3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B3367EBC	ITGA5_FBN1	simple:P08648	simple:P35555	ITGA5	FBN1	False	False	False	user_curated	False	1.755																																																	
CPI-SS06F3838F5	ITGAV_FBN1	simple:P06756	simple:P35555	ITGAV	FBN1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F8E7964B	ITGB1_FBN1	simple:P05556	simple:P35555	ITGB1	FBN1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0228E5854	ITGB3_FBN1	simple:P05106	simple:P35555	ITGB3	FBN1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D66A70B6	TBXA2R_TGM2	simple:P21731	simple:P21980	TBXA2R	TGM2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F40FA3E5	ITGB1_TGM2	simple:P05556	simple:P21980	ITGB1	TGM2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0866EA6ED	ITGB3_TGM2	simple:P05106	simple:P21980	ITGB3	TGM2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A716F848	ITGAV_NID1	simple:P06756	simple:P14543	ITGAV	NID1	False	False	False	user_curated	False	1.755																																																	
CPI-SS04AA79930	ITGB1_NID1	simple:P05556	simple:P14543	ITGB1	NID1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E64BD55B	PDGFA_PDGFRB	simple:P04085	simple:P09619	PDGFA	PDGFRB	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E54AA9C4	TSHR_GNAS	simple:P16473	simple:Q5JWF2	TSHR	GNAS	False	False	False	user_curated	False	1.755																																																	
CPI-SS086CDFFB1	PDGFB_SPARC	simple:P01127	simple:P09486	PDGFB	SPARC	False	False	False	user_curated	False	1.755																																																	
CPI-SS0110361CB	LTA_TNFRSF14	simple:P01374	simple:Q92956	LTA	TNFRSF14	False	False	False	user_curated	False	1.755																																																	
CPI-SS05EA532DE	RAMP1_ADM	simple:O60894	simple:P35318	RAMP1	ADM	False	False	False	user_curated	False	1.755																																																	
CPI-SS07E25B12B	ACKR3_ADM	simple:P25106	simple:P35318	ACKR3	ADM	False	False	False	user_curated	False	1.755																																																	
CPI-SS0EF0CA221	TSHR_ADM	simple:P16473	simple:P35318	TSHR	ADM	False	False	False	user_curated	False	1.755																																																	
CPI-SS02DA0DC71	TSPAN15_APP	simple:O95858	simple:P05067	TSPAN15	APP	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A0718AC5	TNFRSF21_APP	simple:O75509	simple:P05067	TNFRSF21	APP	False	False	False	user_curated	False	1.755																																																	
CPI-SS050E406C1	LRP6_APP	simple:O75581	simple:P05067	LRP6	APP	False	False	False	user_curated	False	1.755																																																	
CPI-SS089919C73	TP53_TNFRSF10D	simple:P04637	simple:Q9UBN6	TP53	TNFRSF10D	False	False	False	user_curated	False	1.755																																																	
CPI-SS095E52E66	TNFSF10_TNFRSF10D	simple:P50591	simple:Q9UBN6	TNFSF10	TNFRSF10D	False	False	False	user_curated	False	1.755																																																	
CPI-SS059EEFDC6	MIF_TNFRSF10D	simple:P14174	simple:Q9UBN6	MIF	TNFRSF10D	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A8235820	EDN1_KEL	simple:P05305	simple:P23276	EDN1	KEL	False	False	False	user_curated	False	1.755																																																	
CPI-SS07D9A48A2	LTA_TNFRSF1B	simple:P01374	simple:P20333	LTA	TNFRSF1B	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F9B3B259	TNFSF13_TNFRSF1A	simple:O75888	simple:P19438	TNFSF13	TNFRSF1A	False	False	False	user_curated	False	1.755																																																	
CPI-SS04B4619D0	TNF_TNFRSF1A	simple:P01375	simple:P19438	TNF	TNFRSF1A	False	False	False	user_curated	False	1.755																																																	
CPI-SS084BE3E4B	LTA_TNFRSF1A	simple:P01374	simple:P19438	LTA	TNFRSF1A	False	False	False	user_curated	False	1.755																																																	
CPI-SS0859C173B	TNFSF14_LTBR	simple:O43557	simple:P36941	TNFSF14	LTBR	False	False	False	user_curated	False	1.755																																																	
CPI-SS00D2C6F8C	TNF_LTBR	simple:P01375	simple:P36941	TNF	LTBR	False	False	False	user_curated	False	1.755																																																	
CPI-SS03156A825	LTA_LTBR	simple:P01374	simple:P36941	LTA	LTBR	False	False	False	user_curated	False	1.755																																																	
CPI-SS0DEDA3567	TNFSF10_RIPK1	simple:P50591	simple:Q13546	TNFSF10	RIPK1	False	False	False	user_curated	False	1.755																																																	
