id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B|B	B|DC	B|Gran	B|HSPC	B|Mono	B|NK	B|T	DC|B	DC|DC	DC|Gran	DC|HSPC	DC|Mono	DC|NK	DC|T	Gran|B	Gran|DC	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|NK	Gran|T	HSPC|B	HSPC|DC	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|NK	HSPC|T	Mono|B	Mono|DC	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|NK	Mono|T	NK|B	NK|DC	NK|Gran	NK|HSPC	NK|Mono	NK|NK	NK|T	T|B	T|DC	T|Gran	T|HSPC	T|Mono	T|NK	T|T
CPI-SS0E2863F09	TNFRSF17_TNFSF13B	simple:Q02223	simple:Q9Y275	TNFRSF17	TNFSF13B	False	False	False	user_curated	False	0.0	0.04	0.303	0.078	0.146	0.006	0.007	0.0	0.046	0.31	0.085	0.152	0.012	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.3	0.076	0.143	0.003	0.004
CPI-SS03C51D352	TNFRSF13B_TNFSF13B	simple:O14836	simple:Q9Y275	TNFRSF13B	TNFSF13B	False	False	False	user_curated	False	0.0	0.071	0.335	0.11	0.177	0.037	0.038	0.0	0.041	0.305	0.08	0.147	0.007	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.301	0.076	0.143	0.003	0.004	0.0	0.037	0.301	0.076	0.143	0.003	0.004	0.0	0.037	0.3	0.075	0.143	0.003	0.004
CPI-SS05D41FF61	HLA-DPB1_TNFSF13B	simple:P04440	simple:Q9Y275	HLA-DPB1	TNFSF13B	False	False	False	user_curated	False	0.0	0.723	0.986	0.761	0.829	0.689	0.69	0.0	0.554	0.817	0.592	0.66	0.52	0.521	0.0	0.089	0.353	0.128	0.195	0.055	0.056	0.0	0.073	0.336	0.111	0.179	0.039	0.04	0.0	0.197	0.461	0.236	0.303	0.163	0.164	0.0	0.141	0.405	0.18	0.247	0.107	0.108	0.0	0.155	0.418	0.193	0.261	0.121	0.122
CPI-SS00C3C0C99	IL1R2_TNFSF13B	simple:P27930	simple:Q9Y275	IL1R2	TNFSF13B	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.306	0.081	0.149	0.009	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.313	0.088	0.155	0.015	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09648FAA9	TNFRSF13C_TNFSF13B	simple:Q96RJ3	simple:Q9Y275	TNFRSF13C	TNFSF13B	False	False	False	user_curated	False	0.0	0.454	0.717	0.492	0.56	0.42	0.421	0.0	0.056	0.319	0.094	0.162	0.022	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.305	0.08	0.147	0.007	0.008	0.0	0.04	0.303	0.078	0.146	0.006	0.007	0.0	0.039	0.303	0.078	0.145	0.005	0.006	0.0	0.047	0.31	0.085	0.153	0.013	0.014
CPI-SS012924CEE	CD40_LTB	simple:P25942	simple:Q06643	CD40	LTB	False	False	False	user_curated	False	0.328	0.173	0.0	0.108	0.119	0.122	0.4	0.224	0.069	0.0	0.005	0.015	0.018	0.297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222	0.067	0.0	0.003	0.013	0.016	0.295	0.222	0.067	0.0	0.003	0.013	0.017	0.295	0.225	0.07	0.0	0.005	0.016	0.019	0.297	0.222	0.067	0.0	0.003	0.013	0.016	0.295
CPI-SS0A984F086	TNFRSF1A_LTB	simple:P19438	simple:Q06643	TNFRSF1A	LTB	False	False	False	user_curated	False	0.224	0.068	0.0	0.004	0.014	0.018	0.296	0.314	0.159	0.0	0.094	0.105	0.108	0.387	0.303	0.148	0.0	0.084	0.094	0.097	0.376	0.34	0.185	0.0	0.12	0.131	0.134	0.413	0.406	0.251	0.0	0.187	0.197	0.201	0.479	0.237	0.082	0.0	0.017	0.028	0.031	0.309	0.239	0.084	0.0	0.019	0.03	0.033	0.311
CPI-SS06CBC985C	LTBR_LTB	simple:P36941	simple:Q06643	LTBR	LTB	False	False	False	user_curated	False	0.224	0.069	0.0	0.004	0.015	0.018	0.296	0.256	0.101	0.0	0.037	0.047	0.05	0.329	0.277	0.121	0.0	0.057	0.067	0.071	0.349	0.26	0.105	0.0	0.041	0.051	0.054	0.333	0.287	0.132	0.0	0.067	0.078	0.081	0.359	0.228	0.073	0.0	0.008	0.019	0.022	0.3	0.223	0.068	0.0	0.003	0.014	0.017	0.295
CPI-SS0FD991CAE	CD40_IL11RA	simple:P25942	simple:Q14626	CD40	IL11RA	False	False	False	user_curated	False	0.0	0.112	0.0	0.118	0.108	0.112	0.113	0.0	0.008	0.0	0.014	0.005	0.008	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.012	0.003	0.006	0.008	0.0	0.006	0.0	0.013	0.003	0.006	0.008	0.0	0.008	0.0	0.015	0.005	0.009	0.01	0.0	0.006	0.0	0.012	0.003	0.006	0.008
CPI-SS0D0BBEE9B	SLITRK5_PTPRD	simple:O94991	simple:P23468	SLITRK5	PTPRD	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
CPI-SS0485D00BC	TGFA_PTPRD	simple:P01135	simple:P23468	TGFA	PTPRD	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D41E2DD4	MATN1_PTPRD	simple:P21941	simple:P23468	MATN1	PTPRD	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
CPI-SS033C9CA58	BMP2_BMPR1A	simple:P12643	simple:P36894	BMP2	BMPR1A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0212612B2	GDF11_BMPR1A	simple:O95390	simple:P36894	GDF11	BMPR1A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.022
CPI-SS03FDF2DF4	BMP6_BMPR1A	simple:P22004	simple:P36894	BMP6	BMPR1A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS00EEC5F26	BMP8B_BMPR1A	simple:P34820	simple:P36894	BMP8B	BMPR1A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.004
CPI-SS0256C40BB	BMP1_BMPR1A	simple:P13497	simple:P36894	BMP1	BMPR1A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.004
CPI-SS0F7A6E611	ENG_BMPR1A	simple:P17813	simple:P36894	ENG	BMPR1A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.008
CPI-SS0DCAAA31E	BMP2_NBL1	simple:P12643	simple:P41271	BMP2	NBL1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.013	0.031	0.072	0.032	0.034	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.01	0.028	0.069	0.028	0.031	0.063	0.014	0.021	0.039	0.08	0.039	0.041	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C6B03859	BMP6_NBL1	simple:P22004	simple:P41271	BMP6	NBL1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.013	0.031	0.072	0.031	0.033	0.065	0.016	0.023	0.041	0.082	0.041	0.043	0.075	0.016	0.023	0.041	0.082	0.041	0.043	0.075	0.004	0.011	0.029	0.07	0.03	0.032	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS029E19E65	BMP8B_NBL1	simple:P34820	simple:P41271	BMP8B	NBL1	False	False	False	user_curated	False	0.005	0.011	0.029	0.071	0.03	0.032	0.064	0.006	0.013	0.031	0.072	0.031	0.033	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.01	0.028	0.069	0.028	0.031	0.063	0.008	0.015	0.033	0.074	0.034	0.036	0.068	0.005	0.012	0.03	0.071	0.03	0.033	0.065
CPI-SS0298AE6B1	CD33_SIGLEC15	simple:P20138	simple:Q6ZMC9	CD33	SIGLEC15	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.044	0.044	0.0	0.0	0.0	0.042	0.0	0.041	0.041	0.0	0.0	0.0	0.037	0.0	0.037	0.037	0.0	0.0	0.0	0.087	0.0	0.087	0.087	0.0	0.0	0.0	0.004	0.0	0.004	0.003	0.0	0.0	0.0	0.002	0.0	0.002	0.002
CPI-SS0F7C71905	SIGLEC14_SIGLEC15	simple:Q08ET2	simple:Q6ZMC9	SIGLEC14	SIGLEC15	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.012	0.012	0.0	0.0	0.0	0.025	0.0	0.025	0.025	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.033	0.0	0.033	0.033	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.0	0.0	0.0	0.001	0.0	0.001	0.001
CPI-SS0E1473449	CD300LB_SIGLEC5	simple:A8K4G0	simple:O15389	CD300LB	SIGLEC5	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A78F81E1	CD300LB_SIGLEC6	simple:A8K4G0	simple:O43699	CD300LB	SIGLEC6	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.015	0.014	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS048539C54	CD300LB_LILRA1	simple:A8K4G0	simple:O75019	CD300LB	LILRA1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.029	0.0	0.053	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BA5F557A	CD300LB_SIGLEC14	simple:A8K4G0	simple:Q08ET2	CD300LB	SIGLEC14	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.038	0.014	0.046	0.015	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0DD1E0632	CD33_SIGLEC14	simple:P20138	simple:Q08ET2	CD33	SIGLEC14	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054	0.067	0.044	0.075	0.044	0.043	0.0	0.052	0.065	0.041	0.073	0.042	0.041	0.0	0.048	0.06	0.037	0.068	0.037	0.037	0.0	0.097	0.11	0.087	0.118	0.087	0.087	0.0	0.014	0.027	0.003	0.035	0.004	0.003	0.0	0.012	0.025	0.002	0.033	0.002	0.002
CPI-SS0FD575FF9	FCAR_SIGLEC14	simple:P24071	simple:Q08ET2	FCAR	SIGLEC14	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.049	0.026	0.057	0.026	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.045	0.021	0.053	0.022	0.021	0.0	0.012	0.025	0.002	0.033	0.002	0.002	0.0	0.012	0.025	0.001	0.033	0.002	0.001
CPI-SS01733F1B1	SIGLEC5_SIGLEC14	simple:O15389	simple:Q08ET2	SIGLEC5	SIGLEC14	False	False	False	user_curated	False	0.0	0.014	0.027	0.004	0.035	0.004	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.036	0.013	0.044	0.013	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BB7E7A9C	IFNGR1_SIGLEC14	simple:P15260	simple:Q08ET2	IFNGR1	SIGLEC14	False	False	False	user_curated	False	0.0	0.171	0.184	0.161	0.192	0.161	0.161	0.0	0.335	0.348	0.325	0.356	0.325	0.325	0.0	0.34	0.353	0.329	0.361	0.33	0.329	0.0	0.165	0.178	0.154	0.186	0.155	0.154	0.0	0.442	0.455	0.432	0.463	0.432	0.431	0.0	0.239	0.252	0.229	0.26	0.229	0.229	0.0	0.204	0.217	0.194	0.225	0.194	0.194
CPI-SS00086659A	TNFRSF6B_FASLG	simple:O95407	simple:P48023	TNFRSF6B	FASLG	False	False	False	user_curated	False	0.0	0.0	0.0	0.003	0.0	0.03	0.013	0.0	0.0	0.0	0.004	0.0	0.031	0.014	0.0	0.0	0.0	0.008	0.0	0.036	0.019	0.0	0.0	0.0	0.005	0.0	0.032	0.015	0.0	0.0	0.0	0.001	0.0	0.029	0.012	0.0	0.0	0.0	0.002	0.0	0.03	0.013	0.0	0.0	0.0	0.002	0.0	0.029	0.012
CPI-SS0049FD74F	TNFRSF10B_FASLG	simple:O14763	simple:P48023	TNFRSF10B	FASLG	False	False	False	user_curated	False	0.0	0.0	0.0	0.04	0.0	0.068	0.051	0.0	0.0	0.0	0.032	0.0	0.059	0.042	0.0	0.0	0.0	0.033	0.0	0.061	0.044	0.0	0.0	0.0	0.019	0.0	0.047	0.03	0.0	0.0	0.0	0.048	0.0	0.076	0.059	0.0	0.0	0.0	0.012	0.0	0.039	0.022	0.0	0.0	0.0	0.034	0.0	0.061	0.044
CPI-SS0A4F27388	TNFRSF1A_FASLG	simple:P19438	simple:P48023	TNFRSF1A	FASLG	False	False	False	user_curated	False	0.0	0.0	0.0	0.003	0.0	0.03	0.013	0.0	0.0	0.0	0.093	0.0	0.121	0.104	0.0	0.0	0.0	0.082	0.0	0.11	0.093	0.0	0.0	0.0	0.119	0.0	0.147	0.13	0.0	0.0	0.0	0.186	0.0	0.213	0.196	0.0	0.0	0.0	0.016	0.0	0.043	0.026	0.0	0.0	0.0	0.018	0.0	0.045	0.028
CPI-SS03A0C857B	FAS_FASLG	simple:P25445	simple:P48023	FAS	FASLG	False	False	False	user_curated	False	0.0	0.0	0.0	0.017	0.0	0.045	0.028	0.0	0.0	0.0	0.004	0.0	0.031	0.014	0.0	0.0	0.0	0.017	0.0	0.045	0.028	0.0	0.0	0.0	0.006	0.0	0.033	0.016	0.0	0.0	0.0	0.017	0.0	0.045	0.028	0.0	0.0	0.0	0.004	0.0	0.031	0.014	0.0	0.0	0.0	0.02	0.0	0.047	0.03
CPI-SS07F9FC025	PIGR_PIGA	simple:P01833	simple:P37287	PIGR	PIGA	False	False	False	user_curated	False	0.024	0.05	0.065	0.05	0.024	0.016	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0320FFAFC	CTLA4_CD80	simple:P16410	simple:P33681	CTLA4	CD80	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.015	0.0	0.014
CPI-SS07327E587	CD28_CD80	simple:P10747	simple:P33681	CD28	CD80	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.002	0.0	0.001	0.03	0.0	0.0	0.0	0.003	0.0	0.003	0.029	0.0	0.0	0.0	0.002	0.0	0.002	0.073	0.0	0.0	0.0	0.047	0.0	0.047
CPI-SS0B0E09B1C	CTLA4_CD86	simple:P16410	simple:P42081	CTLA4	CD86	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.045	0.021	0.013	0.157	0.014	0.013
CPI-SS077D7365D	CD28_CD86	simple:P10747	simple:P42081	CD28	CD86	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.033	0.008	0.001	0.144	0.001	0.001	0.012	0.034	0.01	0.002	0.146	0.003	0.002	0.011	0.033	0.009	0.001	0.145	0.002	0.001	0.056	0.078	0.053	0.046	0.189	0.047	0.046
CPI-SS0BC6AC3BA	CTLA4_FAM200A	simple:P16410	simple:Q8TCP9	CTLA4	FAM200A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.017	0.0	0.017	0.0	0.015	0.015
CPI-SS065FD4729	CTLA4_WBP1	simple:P16410	simple:Q96G27	CTLA4	WBP1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.1	0.066	0.091	0.053	0.044	0.043
CPI-SS01ED58927	CD33_SIGLEC1	simple:P20138	simple:Q9BZZ2	CD33	SIGLEC1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.044	0.043	0.0	0.0	0.0	0.0	0.041	0.042	0.041	0.0	0.0	0.0	0.0	0.037	0.038	0.037	0.0	0.0	0.0	0.0	0.087	0.087	0.086	0.0	0.0	0.0	0.0	0.003	0.004	0.003	0.0	0.0	0.0	0.0	0.002	0.002	0.001
CPI-SS00072C071	SIGLEC5_SIGLEC1	simple:O15389	simple:Q9BZZ2	SIGLEC5	SIGLEC1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.004	0.004	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.013	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02E75B83E	PTPRC_SIGLEC1	simple:P08575	simple:Q9BZZ2	PTPRC	SIGLEC1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.267	0.268	0.267	0.0	0.0	0.0	0.0	0.373	0.373	0.372	0.0	0.0	0.0	0.0	0.308	0.309	0.308	0.0	0.0	0.0	0.0	0.308	0.309	0.308	0.0	0.0	0.0	0.0	0.371	0.371	0.37	0.0	0.0	0.0	0.0	0.401	0.401	0.4	0.0	0.0	0.0	0.0	0.44	0.44	0.439
CPI-SS00C56A852	CD59_SIGLEC1	simple:P13987	simple:Q9BZZ2	CD59	SIGLEC1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.026	0.027	0.026	0.0	0.0	0.0	0.0	0.064	0.064	0.063	0.0	0.0	0.0	0.0	0.081	0.081	0.08	0.0	0.0	0.0	0.0	0.148	0.149	0.147	0.0	0.0	0.0	0.0	0.042	0.042	0.041	0.0	0.0	0.0	0.0	0.015	0.016	0.015	0.0	0.0	0.0	0.0	0.043	0.044	0.042
CPI-SS02A170A99	SPN_SIGLEC1	simple:P16150	simple:Q9BZZ2	SPN	SIGLEC1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.007	0.008	0.007	0.0	0.0	0.0	0.0	0.074	0.074	0.073	0.0	0.0	0.0	0.0	0.091	0.092	0.09	0.0	0.0	0.0	0.0	0.202	0.203	0.201	0.0	0.0	0.0	0.0	0.056	0.056	0.055	0.0	0.0	0.0	0.0	0.04	0.04	0.039	0.0	0.0	0.0	0.0	0.029	0.03	0.028
CPI-SS02C2221B5	CD47_SIGLEC1	simple:Q08722	simple:Q9BZZ2	CD47	SIGLEC1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.175	0.176	0.175	0.0	0.0	0.0	0.0	0.082	0.083	0.082	0.0	0.0	0.0	0.0	0.107	0.107	0.106	0.0	0.0	0.0	0.0	0.135	0.136	0.134	0.0	0.0	0.0	0.0	0.091	0.091	0.09	0.0	0.0	0.0	0.0	0.138	0.139	0.138	0.0	0.0	0.0	0.0	0.106	0.107	0.106
CPI-SS072806553	LILRB2_TNFRSF13C	simple:Q8N423	simple:Q96RJ3	LILRB2	TNFRSF13C	False	False	False	user_curated	False	0.448	0.051	0.0	0.036	0.034	0.034	0.041	0.423	0.025	0.0	0.011	0.009	0.009	0.016	0.427	0.029	0.0	0.015	0.013	0.012	0.02	0.418	0.02	0.0	0.006	0.004	0.004	0.011	0.562	0.164	0.0	0.15	0.148	0.147	0.155	0.417	0.02	0.0	0.005	0.003	0.003	0.01	0.418	0.021	0.0	0.006	0.004	0.004	0.011
CPI-SS03FA58286	TNF_VSIR	simple:P01375	simple:Q9H7M9	TNF	VSIR	False	False	False	user_curated	False	0.108	0.104	0.136	0.033	0.24	0.077	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108	0.104	0.137	0.033	0.24	0.078	0.071	0.114	0.11	0.142	0.038	0.245	0.083	0.076
CPI-SS0A42A3690	CCL4L2_VSIR	simple:Q8NHW4	simple:Q9H7M9	CCL4L2	VSIR	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.109	0.105	0.137	0.034	0.241	0.078	0.071	0.139	0.136	0.168	0.064	0.271	0.109	0.102	0.115	0.111	0.143	0.039	0.246	0.084	0.077
