gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Gran	HSPC	Mono	NK	T
NECTIN2	Q92692	False	NECTIN2_HUMAN		CPI-SS07687E2DB	0.002	0.023	0.078	0.127	0.094	0.001	0.002
NECTIN2	Q92692	False	NECTIN2_HUMAN		CPI-SS06207F70E	0.002	0.023	0.078	0.127	0.094	0.001	0.002
CD226	Q15762	False	CD226_HUMAN		CPI-SS0A8627ED6	0.004	0.0	0.0	0.003	0.002	0.103	0.05
CD226	Q15762	False	CD226_HUMAN		CPI-SS08BEC44C6	0.004	0.0	0.0	0.003	0.002	0.103	0.05
CD226	Q15762	False	CD226_HUMAN		CPI-SS001E7CB07	0.004	0.0	0.0	0.003	0.002	0.103	0.05
CD226	Q15762	False	CD226_HUMAN		CPI-SS06634D36A	0.004	0.0	0.0	0.003	0.002	0.103	0.05
CD96	P40200	False	CD96_HUMAN		CPI-SS0B84DAE3D	0.009	0.006	0.0	0.006	0.003	0.251	0.28
NECTIN3	Q9NQS3	False	NECTIN3_HUMAN		CPI-SS0F1A060D4	0.0	0.0	0.0	0.0	0.003	0.014	0.074
NECTIN3	Q9NQS3	False	NECTIN3_HUMAN		CPI-SS0B24A71FE	0.0	0.0	0.0	0.0	0.003	0.014	0.074
NECTIN3	Q9NQS3	False	NECTIN3_HUMAN		CPI-SS03859E16F	0.0	0.0	0.0	0.0	0.003	0.014	0.074
NECTIN3	Q9NQS3	False	NECTIN3_HUMAN		CPI-SS06077A8A5	0.0	0.0	0.0	0.0	0.003	0.014	0.074
NECTIN3	Q9NQS3	False	NECTIN3_HUMAN		CPI-SS0C5E9FBFB	0.0	0.0	0.0	0.0	0.003	0.014	0.074
NECTIN3	Q9NQS3	False	NECTIN3_HUMAN		CPI-SS02FBD007E	0.0	0.0	0.0	0.0	0.003	0.014	0.074
NECTIN3	Q9NQS3	False	NECTIN3_HUMAN		CPI-SS0B990492C	0.0	0.0	0.0	0.0	0.003	0.014	0.074
GAL	P22466	False	GAL_HUMAN		CPI-SS001254E9D	0.0	0.0	0.0	0.001	0.0	0.0	0.0
GAL	P22466	False	GAL_HUMAN		CPI-SS0892EFE81	0.0	0.0	0.0	0.001	0.0	0.0	0.0
GAL	P22466	False	GAL_HUMAN		CPI-SS0F8ABC300	0.0	0.0	0.0	0.001	0.0	0.0	0.0
GAL	P22466	False	GAL_HUMAN		CPI-SS0E70DD97F	0.0	0.0	0.0	0.001	0.0	0.0	0.0
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS0C6B1B7EA	0.0	0.009	0.0	0.013	0.014	0.001	0.0
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS041A9759A	0.0	0.009	0.0	0.013	0.014	0.001	0.0
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS088E72875	0.0	0.009	0.0	0.013	0.014	0.001	0.0
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS04C952B10	0.0	0.009	0.0	0.013	0.014	0.001	0.0
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS09C6F5B5E	0.0	0.009	0.0	0.013	0.014	0.001	0.0
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS00F9DF28E	0.0	0.009	0.0	0.013	0.014	0.001	0.0
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS088A79CEF	0.0	0.009	0.0	0.013	0.014	0.001	0.0
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS0C41D1AB0	0.0	0.009	0.0	0.013	0.014	0.001	0.0
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS0979BEE9E	0.006	0.074	0.0	0.002	0.008	0.001	0.001
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS063BE49AF	0.006	0.074	0.0	0.002	0.008	0.001	0.001
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS0CA86B750	0.006	0.074	0.0	0.002	0.008	0.001	0.001
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS0210E8B55	0.006	0.074	0.0	0.002	0.008	0.001	0.001
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS0AD8B6D35	0.006	0.074	0.0	0.002	0.008	0.001	0.001
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS02E251A12	0.006	0.074	0.0	0.002	0.008	0.001	0.001
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS0DD439ECE	0.006	0.074	0.0	0.002	0.008	0.001	0.001
APOE	P02649	False	APOE_HUMAN		CPI-SS0A0EB6095	0.005	0.0	0.0	0.002	0.006	0.003	0.007
APOE	P02649	False	APOE_HUMAN		CPI-SS0E47E9212	0.005	0.0	0.0	0.002	0.006	0.003	0.007
APOE	P02649	False	APOE_HUMAN		CPI-SS0B7FB4EB4	0.005	0.0	0.0	0.002	0.006	0.003	0.007
APOE	P02649	False	APOE_HUMAN		CPI-SS021A4089C	0.005	0.0	0.0	0.002	0.006	0.003	0.007
CKLF	Q9UBR5	False	CKLF_HUMAN		CPI-SS05B1FA8A8	0.026	0.111	0.178	0.17	0.236	0.077	0.064
CKLF	Q9UBR5	False	CKLF_HUMAN		CPI-SS0CD17AC7A	0.026	0.111	0.178	0.17	0.236	0.077	0.064
RNF43	Q68DV7	False	RNF43_HUMAN		CPI-SS0D04B1471	0.026	0.047	0.0	0.012	0.001	0.043	0.023
MRC2	Q9UBG0	False	MRC2_HUMAN		CPI-SS04A83D488	0.0	0.014	0.0	0.11	0.003	0.001	0.005
MRC2	Q9UBG0	False	MRC2_HUMAN		CPI-SS048346C2B	0.0	0.014	0.0	0.11	0.003	0.001	0.005
SERPINF1	P36955	False	SERPINF1_HUMAN		CPI-SS02C1880E4	0.009	0.335	0.0	0.003	0.001	0.001	0.001
SERPINF1	P36955	False	SERPINF1_HUMAN		CPI-SS04E39D8B9	0.009	0.335	0.0	0.003	0.001	0.001	0.001
DRAXIN	Q8NBI3	False	DRAXIN_HUMAN		CPI-SS0FF72F6DF	0.0	0.0	0.0	0.001	0.002	0.032	0.015
DRAXIN	Q8NBI3	False	DRAXIN_HUMAN		CPI-SS00519F627	0.0	0.0	0.0	0.001	0.002	0.032	0.015
PORCN	Q9H237	False	PORCN_HUMAN		CPI-SS0E3EC3035	0.006	0.024	0.0	0.02	0.01	0.033	0.013
PORCN	Q9H237	False	PORCN_HUMAN		CPI-SS036709154	0.006	0.024	0.0	0.02	0.01	0.033	0.013
PORCN	Q9H237	False	PORCN_HUMAN		CPI-SS046A32887	0.006	0.024	0.0	0.02	0.01	0.033	0.013
PORCN	Q9H237	False	PORCN_HUMAN		CPI-SS032788C1B	0.006	0.024	0.0	0.02	0.01	0.033	0.013
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS014B0FCD2	0.079	0.064	0.021	0.054	0.002	0.047	0.05
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS0BA171A40	0.079	0.064	0.021	0.054	0.002	0.047	0.05
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS0378B2FE1	0.079	0.064	0.021	0.054	0.002	0.047	0.05
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS070BB3318	0.079	0.064	0.021	0.054	0.002	0.047	0.05
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS0E5155850	0.079	0.064	0.021	0.054	0.002	0.047	0.05
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS019A855C9	0.079	0.064	0.021	0.054	0.002	0.047	0.05
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS0E7D51A72	0.079	0.064	0.021	0.054	0.002	0.047	0.05
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS0D1DA5F89	0.079	0.064	0.021	0.054	0.002	0.047	0.05
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0DC5ADBF1	0.0	0.012	0.027	0.008	0.037	0.0	0.001
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0FAF1F4B6	0.0	0.012	0.027	0.008	0.037	0.0	0.001
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS06614B3BC	0.0	0.012	0.027	0.008	0.037	0.0	0.001
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS04D1BB563	0.0	0.012	0.027	0.008	0.037	0.0	0.001
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS08D7289BB	0.0	0.012	0.027	0.008	0.037	0.0	0.001
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0754B914F	0.0	0.012	0.027	0.008	0.037	0.0	0.001
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS05BB05F84	0.0	0.012	0.027	0.008	0.037	0.0	0.001
RPS27A	P62979	False	RPS27A_HUMAN		CPI-SS03F4C1D48	1.644	1.602	1.553	1.643	1.479	1.572	1.657
RPS27A	P62979	False	RPS27A_HUMAN		CPI-SS05811D8D6	1.644	1.602	1.553	1.643	1.479	1.572	1.657
RPS27A	P62979	False	RPS27A_HUMAN		CPI-SS065B30F3D	1.644	1.602	1.553	1.643	1.479	1.572	1.657
RPS27A	P62979	False	RPS27A_HUMAN		CPI-SS028246358	1.644	1.602	1.553	1.643	1.479	1.572	1.657
RPS27A	P62979	False	RPS27A_HUMAN		CPI-SS06324AAE2	1.644	1.602	1.553	1.643	1.479	1.572	1.657
RPS27A	P62979	False	RPS27A_HUMAN		CPI-SS019D8BD0F	1.644	1.602	1.553	1.643	1.479	1.572	1.657
UBB	P0CG47	False	UBB_HUMAN		CPI-SS02C0C0A5A	0.909	0.771	0.809	1.004	0.773	1.203	0.939
UBB	P0CG47	False	UBB_HUMAN		CPI-SS0ECB46D5F	0.909	0.771	0.809	1.004	0.773	1.203	0.939
UBB	P0CG47	False	UBB_HUMAN		CPI-SS0BC3190D4	0.909	0.771	0.809	1.004	0.773	1.203	0.939
UBB	P0CG47	False	UBB_HUMAN		CPI-SS0689D0C11	0.909	0.771	0.809	1.004	0.773	1.203	0.939
UBC	P0CG48	False	UBC_HUMAN		CPI-SS01932FE38	1.458	1.286	1.324	1.219	1.334	1.318	1.329
UBC	P0CG48	False	UBC_HUMAN		CPI-SS005838C52	1.458	1.286	1.324	1.219	1.334	1.318	1.329
UBC	P0CG48	False	UBC_HUMAN		CPI-SS03E809E78	1.458	1.286	1.324	1.219	1.334	1.318	1.329
UBC	P0CG48	False	UBC_HUMAN		CPI-SS09F710BA3	1.458	1.286	1.324	1.219	1.334	1.318	1.329
AVP	P01185	False	AVP_HUMAN		CPI-SS0A855D7F4	0.008	0.012	0.0	0.009	0.0	0.0	0.0
ACTR2	P61160	False	ACTR2_HUMAN		CPI-SS0BEF78CA9	0.343	0.619	0.695	0.55	0.552	0.47	0.363
ACTR2	P61160	False	ACTR2_HUMAN		CPI-SS0F6ED0132	0.343	0.619	0.695	0.55	0.552	0.47	0.363
ACTR2	P61160	False	ACTR2_HUMAN		CPI-SS0108FD7BB	0.343	0.619	0.695	0.55	0.552	0.47	0.363
ACTR2	P61160	False	ACTR2_HUMAN		CPI-SS0C6AB4226	0.343	0.619	0.695	0.55	0.552	0.47	0.363
ACTR2	P61160	False	ACTR2_HUMAN		CPI-SS0133C99B2	0.343	0.619	0.695	0.55	0.552	0.47	0.363
APOA1	P02647	False	APOA1_HUMAN		CPI-SS0DF7809CA	0.0	0.043	0.06	0.043	0.004	0.025	0.013
APOA1	P02647	False	APOA1_HUMAN		CPI-SS073A20D23	0.0	0.043	0.06	0.043	0.004	0.025	0.013
APOC2	P02655	False	APOC2_HUMAN		CPI-SS0D6CBACAC	0.0	0.0	0.0	0.0	0.004	0.0	0.0
PF4	P02776	False	PF4_HUMAN		CPI-SS0DFB1444F	0.0	0.005	0.0	0.001	0.007	0.001	0.002
HSPA8	P11142	False	HSPA8_HUMAN		CPI-SS01DB03813	0.31	0.23	0.303	0.297	0.313	0.393	0.456
HSPA8	P11142	False	HSPA8_HUMAN		CPI-SS01AD50A56	0.31	0.23	0.303	0.297	0.313	0.393	0.456
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS01B99BC78	0.344	0.134	0.156	0.242	0.361	0.312	0.361
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS098425155	0.152	0.367	0.234	0.17	0.088	0.086	0.093
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS033E6DE7E	0.152	0.367	0.234	0.17	0.088	0.086	0.093
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS0947A8549	0.152	0.367	0.234	0.17	0.088	0.086	0.093
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS0BFE02463	0.152	0.367	0.234	0.17	0.088	0.086	0.093
SCT	P09683	False	SCT_HUMAN		CPI-SS01D429BB1	0.0	0.291	0.0	0.0	0.0	0.0	0.001
YWHAQ	P27348	False	YWHAQ_HUMAN		CPI-SS0924B21D0	0.211	0.333	0.494	0.474	0.454	0.364	0.301
ARRB2	P32121	False	ARRB2_HUMAN		CPI-SS07B2F82C2	0.057	0.291	0.56	0.134	0.759	0.162	0.177
ARRB2	P32121	False	ARRB2_HUMAN		CPI-SS0B797C048	0.057	0.291	0.56	0.134	0.759	0.162	0.177
GRK5	P34947	False	GRK5_HUMAN		CPI-SS0A78191CD	0.121	0.01	0.0	0.005	0.01	0.102	0.14
HNRNPK	P61978	False	HNRNPK_HUMAN		CPI-SS04DF97688	0.736	0.906	0.779	0.906	0.835	0.759	0.735
TMEM259	Q4ZIN3	False	TMEM259_HUMAN		CPI-SS004C43D02	0.42	0.397	0.27	0.287	0.239	0.349	0.363
MGLL	Q99685	False	MGLL_HUMAN		CPI-SS02C54A892	0.042	0.061	0.088	0.218	0.132	0.006	0.003
SLC52A2	Q9HAB3	False	SLC52A2_HUMAN		CPI-SS0BA8514AF	0.016	0.031	0.098	0.034	0.023	0.051	0.023
VAPA	Q9P0L0	False	VAPA_HUMAN		CPI-SS0B4DD1E67	0.481	0.793	0.862	0.819	0.915	0.568	0.506
PLXDC2	Q6UX71	False	PLXDC2_HUMAN		CPI-SS053F14EC5	0.005	0.171	0.223	0.186	0.387	0.028	0.002
PLXDC1	Q8IUK5	False	PLXDC1_HUMAN		CPI-SS03B8034BB	0.0	0.003	0.0	0.0	0.0	0.032	0.019
PLXNA1	Q9UIW2	False	PLXNA1_HUMAN		CPI-SS0297F088C	0.015	0.022	0.0	0.002	0.015	0.001	0.007
PLXNA1	Q9UIW2	False	PLXNA1_HUMAN		CPI-SS0D4F77A98	0.015	0.022	0.0	0.002	0.015	0.001	0.007
PLXNA1	Q9UIW2	False	PLXNA1_HUMAN		CPI-SS0C6E8B500	0.015	0.022	0.0	0.002	0.015	0.001	0.007
PLXNA1	Q9UIW2	False	PLXNA1_HUMAN		CPI-SS0AAD6D44C	0.015	0.022	0.0	0.002	0.015	0.001	0.007
PLXNA1	Q9UIW2	False	PLXNA1_HUMAN		CPI-SS0FB68E380	0.015	0.022	0.0	0.002	0.015	0.001	0.007
PLXNA1	Q9UIW2	False	PLXNA1_HUMAN		CPI-SS06C962C30	0.015	0.022	0.0	0.002	0.015	0.001	0.007
PLXNA1	Q9UIW2	False	PLXNA1_HUMAN		CPI-SS05F6B490A	0.015	0.022	0.0	0.002	0.015	0.001	0.007
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B87FE6E0	0.009	0.174	0.129	0.08	0.191	0.072	0.007
JAG1	P78504	False	JAG1_HUMAN		CPI-SS01A07768A	0.009	0.174	0.129	0.08	0.191	0.072	0.007
PSEN1	P49768	False	PSEN1_HUMAN		CPI-SS02667229C	0.111	0.143	0.102	0.103	0.185	0.056	0.072
PSEN1	P49768	False	PSEN1_HUMAN		CPI-SS024E759C1	0.111	0.143	0.102	0.103	0.185	0.056	0.072
CCN3	P48745	False	CCN3_HUMAN		CPI-SS0E5AF12B6	0.0	0.133	0.069	0.07	0.048	0.0	0.0
YBX1	P67809	False	YBX1_HUMAN		CPI-SS00DCCF9BE	1.354	1.209	1.227	1.16	1.184	1.101	1.176
MAML2	Q8IZL2	False	MAML2_HUMAN		CPI-SS0A045B7B5	0.01	0.015	0.084	0.023	0.054	0.021	0.051
MAML2	Q8IZL2	False	MAML2_HUMAN		CPI-SS0B426B1C4	0.01	0.015	0.084	0.023	0.054	0.021	0.051
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS08C3D27F7	0.012	0.0	0.025	0.002	0.014	0.014	0.009
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS02770D68F	0.012	0.0	0.025	0.002	0.014	0.014	0.009
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS05FEE05CB	0.012	0.0	0.025	0.002	0.014	0.014	0.009
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0DB5CDE9A	0.012	0.0	0.0	0.001	0.0	0.0	0.005
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0A9FB762A	0.012	0.0	0.0	0.001	0.0	0.0	0.005
PTK7	Q13308	False	PTK7_HUMAN		CPI-SS00E93B54C	0.0	0.014	0.043	0.036	0.002	0.003	0.0
ACVR2B	Q13705	False	ACVR2B_HUMAN		CPI-SS04045BAB4	0.0	0.0	0.0	0.0	0.0	0.003	0.002
ACVR2B	Q13705	False	ACVR2B_HUMAN		CPI-SS0B98AF327	0.0	0.0	0.0	0.0	0.0	0.003	0.002
ACVR2B	Q13705	False	ACVR2B_HUMAN		CPI-SS03BA401EB	0.0	0.0	0.0	0.0	0.0	0.003	0.002
ACVR2B	Q13705	False	ACVR2B_HUMAN		CPI-SS0A168FADA	0.0	0.0	0.0	0.0	0.0	0.003	0.002
ACVR2B	Q13705	False	ACVR2B_HUMAN		CPI-SS0B780AF90	0.0	0.0	0.0	0.0	0.0	0.003	0.002
ACVR2B	Q13705	False	ACVR2B_HUMAN		CPI-SS0A1C475D7	0.0	0.0	0.0	0.0	0.0	0.003	0.002
ACVR2B	Q13705	False	ACVR2B_HUMAN		CPI-SS081E8FDC9	0.0	0.0	0.0	0.0	0.0	0.003	0.002
ACVR2B	Q13705	False	ACVR2B_HUMAN		CPI-SS0DA15829F	0.0	0.0	0.0	0.0	0.0	0.003	0.002
ACVR2B	Q13705	False	ACVR2B_HUMAN		CPI-SS040885963	0.0	0.0	0.0	0.0	0.0	0.003	0.002
ACVR2B	Q13705	False	ACVR2B_HUMAN		CPI-SS0354F23C3	0.0	0.0	0.0	0.0	0.0	0.003	0.002
ACVR2B	Q13705	False	ACVR2B_HUMAN		CPI-SS07EF1AD75	0.0	0.0	0.0	0.0	0.0	0.003	0.002
BMPR2	Q13873	False	BMPR2_HUMAN		CPI-SS064DA0CE8	0.055	0.023	0.026	0.013	0.024	0.051	0.036
BMPR2	Q13873	False	BMPR2_HUMAN		CPI-SS053180936	0.055	0.023	0.026	0.013	0.024	0.051	0.036
BMPR2	Q13873	False	BMPR2_HUMAN		CPI-SS03CB3E8ED	0.055	0.023	0.026	0.013	0.024	0.051	0.036
BMPR2	Q13873	False	BMPR2_HUMAN		CPI-SS088438875	0.055	0.023	0.026	0.013	0.024	0.051	0.036
BMPR2	Q13873	False	BMPR2_HUMAN		CPI-SS0DA14A32F	0.055	0.023	0.026	0.013	0.024	0.051	0.036
BMPR2	Q13873	False	BMPR2_HUMAN		CPI-SS047A7535A	0.055	0.023	0.026	0.013	0.024	0.051	0.036
BMPR2	Q13873	False	BMPR2_HUMAN		CPI-SS023CB4E4C	0.055	0.023	0.026	0.013	0.024	0.051	0.036
BMPR2	Q13873	False	BMPR2_HUMAN		CPI-SS0F99948CB	0.055	0.023	0.026	0.013	0.024	0.051	0.036
ACVR1	Q04771	False	ACVR1_HUMAN		CPI-SS0293164E1	0.0	0.004	0.02	0.023	0.022	0.0	0.004
ACVR1	Q04771	False	ACVR1_HUMAN		CPI-SS00F7918DD	0.0	0.004	0.02	0.023	0.022	0.0	0.004
ACVR1	Q04771	False	ACVR1_HUMAN		CPI-SS08825C191	0.0	0.004	0.02	0.023	0.022	0.0	0.004
ACVR1	Q04771	False	ACVR1_HUMAN		CPI-SS05E38EE5F	0.0	0.004	0.02	0.023	0.022	0.0	0.004
ACVR1	Q04771	False	ACVR1_HUMAN		CPI-SS0161E0C12	0.0	0.004	0.02	0.023	0.022	0.0	0.004
ACVR1	Q04771	False	ACVR1_HUMAN		CPI-SS0A71E973C	0.0	0.004	0.02	0.023	0.022	0.0	0.004
ACVR1	Q04771	False	ACVR1_HUMAN		CPI-SS076BE4357	0.0	0.004	0.02	0.023	0.022	0.0	0.004
ACVR1	Q04771	False	ACVR1_HUMAN		CPI-SS0CD45289C	0.0	0.004	0.02	0.023	0.022	0.0	0.004
NOG	Q13253	False	NOG_HUMAN		CPI-SS01FE967D5	0.0	0.0	0.0	0.017	0.0	0.0	0.0
NOG	Q13253	False	NOG_HUMAN		CPI-SS0BD8D6FD0	0.0	0.0	0.0	0.017	0.0	0.0	0.0
NOG	Q13253	False	NOG_HUMAN		CPI-SS04D12C694	0.0	0.0	0.0	0.017	0.0	0.0	0.0
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS02572E1EF	0.012	0.0	0.0	0.002	0.0	0.0	0.0
IL6ST	P40189	False	IL6ST_HUMAN		CPI-SS08FCF5FD8	0.067	0.32	0.163	0.231	0.237	0.082	0.177
IL6ST	P40189	False	IL6ST_HUMAN		CPI-SS05254442C	0.067	0.32	0.163	0.231	0.237	0.082	0.177
IL6ST	P40189	False	IL6ST_HUMAN		CPI-SS04437A89C	0.067	0.32	0.163	0.231	0.237	0.082	0.177
IL6ST	P40189	False	IL6ST_HUMAN		CPI-SS07EF0B763	0.067	0.32	0.163	0.231	0.237	0.082	0.177
IL6ST	P40189	False	IL6ST_HUMAN		CPI-SS0D7EDDE35	0.067	0.32	0.163	0.231	0.237	0.082	0.177
SEMA4D	Q92854	False	SEMA4D_HUMAN		CPI-SS023446F04	0.095	0.131	0.029	0.069	0.129	0.162	0.208
SEMA4D	Q92854	False	SEMA4D_HUMAN		CPI-SS0A3332A0D	0.095	0.131	0.029	0.069	0.129	0.162	0.208
SEMA4D	Q92854	False	SEMA4D_HUMAN		CPI-SS0CCCF7C69	0.095	0.131	0.029	0.069	0.129	0.162	0.208
SEMA4D	Q92854	False	SEMA4D_HUMAN		CPI-SS08FAC0A55	0.095	0.131	0.029	0.069	0.129	0.162	0.208
SEMA4D	Q92854	False	SEMA4D_HUMAN		CPI-SS06AA638A8	0.095	0.131	0.029	0.069	0.129	0.162	0.208
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0207F9FC3	0.0	0.0	0.0	0.026	0.004	0.009	0.017
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0111AAD26	0.0	0.0	0.0	0.026	0.004	0.009	0.017
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0DC4D593E	0.0	0.0	0.0	0.026	0.004	0.009	0.017
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0FF55B42C	0.0	0.0	0.0	0.026	0.004	0.009	0.017
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0F21D6CA0	0.0	0.0	0.0	0.026	0.004	0.009	0.017
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0470AF83E	0.0	0.0	0.0	0.026	0.004	0.009	0.017
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS00046DCF3	0.0	0.0	0.0	0.026	0.004	0.009	0.017
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0FECCB230	0.0	0.0	0.0	0.026	0.004	0.009	0.017
EPOR	P19235	False	EPOR_HUMAN		CPI-SS04E6CE624	0.004	0.0	0.0	0.007	0.004	0.014	0.021
EPOR	P19235	False	EPOR_HUMAN		CPI-SS06CA2C173	0.004	0.0	0.0	0.007	0.004	0.014	0.021
EPOR	P19235	False	EPOR_HUMAN		CPI-SS0D3CC3071	0.004	0.0	0.0	0.007	0.004	0.014	0.021
EPOR	P19235	False	EPOR_HUMAN		CPI-SS069565047	0.004	0.0	0.0	0.007	0.004	0.014	0.021
EPOR	P19235	False	EPOR_HUMAN		CPI-SS0B838F261	0.004	0.0	0.0	0.007	0.004	0.014	0.021
HSP90B1	P14625	False	HSP90B1_HUMAN		CPI-SS0DD2FA1A1	0.475	0.956	0.822	0.69	0.578	0.766	0.475
HSP90B1	P14625	False	HSP90B1_HUMAN		CPI-SS09A34F08B	0.475	0.956	0.822	0.69	0.578	0.766	0.475
HSP90B1	P14625	False	HSP90B1_HUMAN		CPI-SS02ECC13B8	0.475	0.956	0.822	0.69	0.578	0.766	0.475
HSP90B1	P14625	False	HSP90B1_HUMAN		CPI-SS0F47879C1	0.475	0.956	0.822	0.69	0.578	0.766	0.475
HSP90AB1	P08238	False	HSP90AB1_HUMAN		CPI-SS060706428	1.277	0.927	0.755	1.263	0.651	0.831	1.097
SRC	P12931	False	SRC_HUMAN		CPI-SS0E2E752A2	0.021	0.095	0.0	0.014	0.032	0.005	0.004
PEPD	P12955	False	PEPD_HUMAN		CPI-SS0639E775C	0.031	0.123	0.132	0.07	0.094	0.063	0.042
PIK3R1	P27986	False	PIK3R1_HUMAN		CPI-SS0C80FA89F	0.206	0.483	0.402	0.929	0.37	0.782	0.816
PIK3R1	P27986	False	PIK3R1_HUMAN		CPI-SS02B9931E3	0.206	0.483	0.402	0.929	0.37	0.782	0.816
PIK3R1	P27986	False	PIK3R1_HUMAN		CPI-SS07172208F	0.206	0.483	0.402	0.929	0.37	0.782	0.816
ETV5	P41161	False	ETV5_HUMAN		CPI-SS082A5162B	0.0	0.013	0.016	0.018	0.006	0.003	0.003
CDC37	Q16543	False	CDC37_HUMAN		CPI-SS06497DA7F	0.423	0.422	0.379	0.387	0.413	0.236	0.273
DYM	Q7RTS9	False	DYM_HUMAN		CPI-SS001EE6479	0.019	0.104	0.045	0.164	0.152	0.054	0.054
DNAJA3	Q96EY1	False	DNAJA3_HUMAN		CPI-SS0AEE062A7	0.015	0.0	0.0	0.017	0.001	0.008	0.008
STUB1	Q9UNE7	False	STUB1_HUMAN		CPI-SS008D74137	0.092	0.229	0.194	0.241	0.272	0.227	0.18
STUB1	Q9UNE7	False	STUB1_HUMAN		CPI-SS09E666A60	0.092	0.229	0.194	0.241	0.272	0.227	0.18
FZD6	O60353	False	FZD6_HUMAN		CPI-SS02107DDE1	0.005	0.0	0.0	0.016	0.002	0.017	0.013
LRP5	O75197	False	LRP5_HUMAN		CPI-SS04F4213BF	0.0	0.0	0.016	0.016	0.002	0.0	0.001
LRP6	O75581	False	LRP6_HUMAN		CPI-SS0F138E745	0.0	0.0	0.0	0.002	0.0	0.0	0.002
SMO	Q99835	False	SMO_HUMAN		CPI-SS016B7C7D6	0.01	0.0	0.0	0.004	0.002	0.0	0.0
SMO	Q99835	False	SMO_HUMAN		CPI-SS0394D0557	0.01	0.0	0.0	0.004	0.002	0.0	0.0
ITM2B	Q9Y287	False	ITM2B_HUMAN		CPI-SS0C5B94D35	0.316	0.74	0.645	0.967	0.848	0.95	0.811
NRXN2	Q9P2S2	False	NRXN2_HUMAN		CPI-SS093F7B975	0.005	0.072	0.048	0.105	0.004	0.008	0.0
NRXN2	Q9P2S2	False	NRXN2_HUMAN		CPI-SS033164D00	0.005	0.072	0.048	0.105	0.004	0.008	0.0
NRXN2	Q9P2S2	False	NRXN2_HUMAN		CPI-SS0541AB1E5	0.005	0.072	0.048	0.105	0.004	0.008	0.0
F11R	Q9Y624	False	F11R_HUMAN		CPI-SS0699DC3EB	0.028	0.104	0.183	0.331	0.1	0.071	0.07
F11R	Q9Y624	False	F11R_HUMAN		CPI-SS04FD4190E	0.028	0.104	0.183	0.331	0.1	0.071	0.07
F11R	Q9Y624	False	F11R_HUMAN		CPI-SS0DB522229	0.028	0.104	0.183	0.331	0.1	0.071	0.07
